Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	XL_1 Spectral Count	XL_2 Spectral Count	XL_3 Spectral Count	nonXL_1 Spectral Count	nonXL_2 Spectral Count	nonXL_3 Spectral Count	XL_1 Unique Spectral Count	XL_2 Unique Spectral Count	XL_3 Unique Spectral Count	nonXL_1 Unique Spectral Count	nonXL_2 Unique Spectral Count	nonXL_3 Unique Spectral Count	XL_1 Total Spectral Count	XL_2 Total Spectral Count	XL_3 Total Spectral Count	nonXL_1 Total Spectral Count	nonXL_2 Total Spectral Count	nonXL_3 Total Spectral Count	XL_1 Intensity	XL_2 Intensity	XL_3 Intensity	nonXL_1 Intensity	nonXL_2 Intensity	nonXL_3 Intensity	XL_1 MaxLFQ Intensity	XL_2 MaxLFQ Intensity	XL_3 MaxLFQ Intensity	nonXL_1 MaxLFQ Intensity	nonXL_2 MaxLFQ Intensity	nonXL_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|P36551|HEM6_HUMAN	P36551	HEM6_HUMAN	CPOX	454	Homo sapiens	1:Experimental evidence at protein level	Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial	1.0	0.999	27	134	134	134	10	11	8	34	36	35	10	11	8	34	36	35	10	11	8	34	36	35	7.25458E7	9.4978784E7	8.8647104E7	1.77555456E9	1.87788774E9	1.85203021E9	1.1428242E7	1.1516998E7	1.2008816E7	1.47745456E8	1.58218E8	1.60400704E8	
sp|P36578|RL4_HUMAN	P36578	RL4_HUMAN	RPL4	427	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL4	1.0	0.999	29	193	193	193	19	20	21	46	45	42	19	20	21	46	45	42	19	20	21	46	45	42	4.75051264E8	4.7791424E8	4.82640704E8	7.8505784E9	8.1078211E9	8.2068818E9	4.8731916E7	4.8981128E7	4.878546E7	8.1345946E8	8.0474995E8	8.3987667E8	
sp|P36776|LONM_HUMAN	P36776	LONM_HUMAN	LONP1	959	Homo sapiens	1:Experimental evidence at protein level	Lon protease homolog, mitochondrial	1.0	0.999	23	63	63	63	0	0	0	26	19	18	0	0	0	26	19	18	0	0	0	26	19	18	1044900.1	1011932.9	1782301.8	1.73672112E8	2.17314816E8	1.73678784E8	0.0	0.0	0.0	2.765348E7	3.0488744E7	2.8528092E7	
sp|P36871|PGM1_HUMAN	P36871	PGM1_HUMAN	PGM1	562	Homo sapiens	1:Experimental evidence at protein level	Phosphoglucomutase-1	1.0	0.9986	11	21	21	21	0	0	0	7	9	5	0	0	0	7	9	5	0	0	0	7	9	5	266428.88	0.0	321909.56	3.9972296E7	4.0578288E7	3.584936E7	0.0	0.0	0.0	8721382.0	9477030.0	7768596.0	
sp|P36873|PP1G_HUMAN	P36873	PP1G_HUMAN	PPP1CC	323	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	1.0	0.999	16	13	13	79	2	2	2	2	3	2	2	2	2	2	3	2	8	9	6	20	19	17	5628534.0	5623102.0	5364336.0	4.5318156E7	4.0451672E7	3.6535364E7	3071515.0	3056766.0	2925859.5	2.4675062E7	2.1790524E7	1.9694724E7	
sp|P36915|GNL1_HUMAN	P36915	GNL1_HUMAN	GNL1	607	Homo sapiens	1:Experimental evidence at protein level	Guanine nucleotide-binding protein-like 1	1.0	0.9986	6	9	9	9	0	0	0	4	3	2	0	0	0	4	3	2	0	0	0	4	3	2	0.0	0.0	513681.0	2.2146082E7	1.0646562E7	2699384.5	0.0	0.0	0.0	1.1700876E7	8591474.0	0.0	
sp|P36952|SPB5_HUMAN	P36952	SPB5_HUMAN	SERPINB5	375	Homo sapiens	1:Experimental evidence at protein level	Serpin B5	1.0	0.999	8	18	18	18	0	0	0	6	6	6	0	0	0	6	6	6	0	0	0	6	6	6	0.0	586513.7	0.0	3.6375428E7	4.4867748E7	5.6411192E7	0.0	0.0	0.0	1.1872785E7	1.2988767E7	1.6115975E7	
sp|P36957|ODO2_HUMAN	P36957	ODO2_HUMAN	DLST	453	Homo sapiens	1:Experimental evidence at protein level	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	1.0	0.999	13	43	43	43	3	4	2	12	12	10	3	4	2	12	12	10	3	4	2	12	12	10	1.5512409E7	1.7302064E7	1.9615046E7	2.4349912E8	2.71332E8	2.59910832E8	4685814.0	5068784.0	5484366.5	3.5387208E7	3.67857E7	3.8932284E7	
sp|P36969|GPX4_HUMAN	P36969	GPX4_HUMAN	GPX4	197	Homo sapiens	1:Experimental evidence at protein level	Phospholipid hydroperoxide glutathione peroxidase	1.0	0.9979	5	10	10	10	0	0	0	2	3	5	0	0	0	2	3	5	0	0	0	2	3	5	520526.75	991627.94	0.0	2.743818E7	2.9461868E7	2.8227474E7	0.0	0.0	0.0	6640644.0	7155071.0	9228953.0	
sp|P37108|SRP14_HUMAN	P37108	SRP14_HUMAN	SRP14	136	Homo sapiens	1:Experimental evidence at protein level	Signal recognition particle 14 kDa protein	1.0	0.999	7	39	39	39	5	5	5	7	9	8	5	5	5	7	9	8	5	5	5	7	9	8	3.1751512E7	2.7327158E7	3.619184E7	3.59511584E8	4.12263776E8	4.66920512E8	1.0440897E7	1.2007257E7	1.0571557E7	1.32206616E8	1.31702912E8	1.41882688E8	
sp|P37198|NUP62_HUMAN	P37198	NUP62_HUMAN	NUP62	522	Homo sapiens	1:Experimental evidence at protein level	Nuclear pore glycoprotein p62	1.0	0.999	7	17	17	17	0	0	0	7	6	4	0	0	0	7	6	4	0	0	0	7	6	4	651839.0	570148.2	854623.8	8.1476632E7	8.3300792E7	7.9948256E7	0.0	0.0	1144195.8	2.142792E7	2.3275292E7	2.1484148E7	
sp|P37235|HPCL1_HUMAN	P37235	HPCL1_HUMAN	HPCAL1	193	Homo sapiens	1:Experimental evidence at protein level	Hippocalcin-like protein 1	1.0	0.9987	4	8	4	8	0	0	0	3	2	3	0	0	0	2	1	1	0	0	0	3	2	3	0.0	0.0	0.0	2.5204468E7	2.1650624E7	2.850678E7	0.0	0.0	0.0	1.1283971E7	9633721.0	1.0587364E7	
sp|P37802|TAGL2_HUMAN	P37802	TAGL2_HUMAN	TAGLN2	199	Homo sapiens	1:Experimental evidence at protein level	Transgelin-2	1.0	0.9979	5	11	11	11	1	2	2	3	1	2	1	2	2	3	1	2	1	2	2	3	1	2	7470507.5	8427966.0	8820992.0	1.2196259E7	1.2040906E7	6989878.5	5623236.0	6976766.0	7015701.5	3394227.0	4022380.8	3395417.0	
sp|P37837|TALDO_HUMAN	P37837	TALDO_HUMAN	TALDO1	337	Homo sapiens	1:Experimental evidence at protein level	Transaldolase	1.0	0.999	16	76	76	76	9	9	9	16	18	15	9	9	9	16	18	15	9	9	9	16	18	15	3.5662268E7	3.9449032E7	4.0293572E7	7.2185914E8	7.6808826E8	7.0416128E8	5240285.5	5046395.5	5094769.0	9.826576E7	9.3692488E7	9.8457728E7	
sp|P38117|ETFB_HUMAN	P38117	ETFB_HUMAN	ETFB	255	Homo sapiens	1:Experimental evidence at protein level	Electron transfer flavoprotein subunit beta	1.0	0.999	14	52	52	52	2	3	1	16	15	15	2	3	1	16	15	15	2	3	1	16	15	15	6507240.5	7608756.5	6123277.0	2.8996704E8	2.8986832E8	2.9869232E8	2484906.0	2758376.0	2406519.2	3.7336424E7	3.7787596E7	4.0375336E7	
sp|P38159|RBMX_HUMAN	P38159	RBMX_HUMAN	RBMX	391	Homo sapiens	1:Experimental evidence at protein level	RNA-binding motif protein, X chromosome	1.0	0.999	15	48	13	48	12	12	11	5	5	3	3	3	3	2	1	1	12	12	11	5	5	3	1.32164848E8	1.41114256E8	1.41499312E8	8.743888E7	7.8859664E7	8.3436832E7	5.402718E7	5.8512472E7	5.8861512E7	2.2957156E7	2.7242662E7	2.7190456E7	
sp|P38606|VATA_HUMAN	P38606	VATA_HUMAN	ATP6V1A	617	Homo sapiens	1:Experimental evidence at protein level	V-type proton ATPase catalytic subunit A	1.0	0.999	20	57	57	57	1	1	2	19	18	16	1	1	2	19	18	16	1	1	2	19	18	16	1.2333756E7	9026612.0	1.4389894E7	2.99973248E8	3.30294464E8	3.08200928E8	3044429.0	2664017.0	3369112.5	3.8011256E7	3.931486E7	3.8338976E7	
sp|P38646|GRP75_HUMAN	P38646	GRP75_HUMAN	HSPA9	679	Homo sapiens	1:Experimental evidence at protein level	Stress-70 protein, mitochondrial	1.0	0.999	45	242	242	242	18	19	19	67	55	64	18	19	19	67	55	64	18	19	19	67	55	64	1.74973472E8	1.68356976E8	2.02999216E8	3.39543782E9	3.48202317E9	3.46310016E9	1.5065382E7	1.4302899E7	1.5714425E7	2.11279088E8	2.1405152E8	2.13154368E8	
sp|P38919|IF4A3_HUMAN	P38919	IF4A3_HUMAN	EIF4A3	411	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic initiation factor 4A-III	1.0	0.999	25	76	76	100	4	4	6	19	21	22	4	4	6	19	21	22	6	7	8	25	28	26	3.5125264E7	2.6196348E7	3.060437E7	6.1808941E8	5.8778022E8	5.9603373E8	5838201.0	5033582.5	5997151.0	6.7261408E7	7.0070936E7	6.8545144E7	
sp|P39019|RS19_HUMAN	P39019	RS19_HUMAN	RPS19	145	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein eS19	1.0	0.999	12	70	70	70	5	7	6	18	16	18	5	7	6	18	16	18	5	7	6	18	16	18	1.65109184E8	1.65885712E8	1.87862832E8	3.31341414E9	3.26352794E9	3.40462285E9	3.3135296E7	3.4679456E7	3.6098964E7	6.3894182E8	6.2374451E8	6.437504E8	
sp|P39023|RL3_HUMAN	P39023	RL3_HUMAN	RPL3	403	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL3	1.0	0.999	27	174	165	174	13	14	14	43	49	41	13	13	13	41	46	39	13	14	14	43	49	41	3.95505312E8	3.95357536E8	4.02287744E8	6.79153E9	6.7655188E9	6.6647782E9	5.733644E7	5.544948E7	5.6182612E7	9.2130003E8	8.9473459E8	8.6758534E8	
sp|P39656|OST48_HUMAN	P39656	OST48_HUMAN	DDOST	456	Homo sapiens	1:Experimental evidence at protein level	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	1.0	0.9989	7	19	19	19	0	0	0	10	4	5	0	0	0	10	4	5	0	0	0	10	4	5	2961166.0	3906369.5	4370673.0	8.8975632E7	5.6320424E7	9.7224808E7	1596629.2	1444898.4	1879348.5	1.977468E7	2.2374436E7	2.358381E7	
sp|P39687|AN32A_HUMAN	P39687	AN32A_HUMAN	ANP32A	249	Homo sapiens	1:Experimental evidence at protein level	Acidic leucine-rich nuclear phosphoprotein 32 family member A	1.0	0.999	10	37	24	37	1	2	2	9	12	11	1	2	2	5	7	7	1	2	2	9	12	11	2.0989048E7	2.9565864E7	1.5779612E7	4.53046368E8	4.44105472E8	5.32292896E8	6571125.5	7505163.0	6380053.0	9.5337272E7	9.6741816E7	1.08707808E8	
sp|P39748|FEN1_HUMAN	P39748	FEN1_HUMAN	FEN1	380	Homo sapiens	1:Experimental evidence at protein level	Flap endonuclease 1	1.0	0.999	13	40	40	40	3	4	3	11	9	10	3	4	3	11	9	10	3	4	3	11	9	10	3.1532652E7	1.6825092E7	2.986838E7	2.1779568E8	2.04125392E8	2.35979776E8	6658770.5	6722631.0	7011659.0	3.5672604E7	3.3745876E7	4.0269756E7	
sp|P40121|CAPG_HUMAN	P40121	CAPG_HUMAN	CAPG	348	Homo sapiens	1:Experimental evidence at protein level	Macrophage-capping protein	1.0	0.999	6	17	17	17	0	0	0	7	5	5	0	0	0	7	5	5	0	0	0	7	5	5	0.0	0.0	0.0	3.5039544E7	2.21336E7	3.2325108E7	0.0	0.0	0.0	1.0629303E7	1.0583789E7	1.0114691E7	
sp|P40222|TXLNA_HUMAN	P40222	TXLNA_HUMAN	TXLNA	546	Homo sapiens	1:Experimental evidence at protein level	Alpha-taxilin	1.0	0.9978	3	6	6	6	0	0	0	2	2	2	0	0	0	2	2	2	0	0	0	2	2	2	0.0	0.0	658761.44	1.0515244E7	1.0333217E7	5395376.0	0.0	0.0	0.0	6004074.5	6522986.0	0.0	
sp|P40227|TCPZ_HUMAN	P40227	TCPZ_HUMAN	CCT6A	531	Homo sapiens	1:Experimental evidence at protein level	T-complex protein 1 subunit zeta	1.0	0.999	25	120	95	120	16	14	16	22	26	26	12	8	12	19	22	22	16	14	16	22	26	26	1.827092E8	1.77272224E8	1.860192E8	8.4650592E8	8.605769E8	8.9419987E8	1.7562836E7	1.768956E7	1.8520916E7	7.537984E7	7.68728E7	7.8375728E7	
sp|P40306|PSB10_HUMAN	P40306	PSB10_HUMAN	PSMB10	273	Homo sapiens	1:Experimental evidence at protein level	Proteasome subunit beta type-10	1.0	0.999	6	23	23	23	3	3	4	5	3	5	3	3	4	5	3	5	3	3	4	5	3	5	3.357706E7	2.9750186E7	3.080261E7	8.6401024E7	5.4540304E7	5.6827348E7	1.5208459E7	1.1919818E7	1.4153459E7	2.442956E7	2.2611518E7	2.3828576E7	
sp|P40429|RL13A_HUMAN	P40429	RL13A_HUMAN	RPL13A	203	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL13	1.0	0.999	14	87	50	87	9	7	11	22	17	21	5	4	6	13	10	12	9	7	11	22	17	21	1.41531696E8	1.47753024E8	1.6560968E8	2.55299405E9	2.51715738E9	2.75944269E9	4.2585004E7	4.2277764E7	4.7235688E7	6.9893747E8	6.7822093E8	7.1652166E8	
sp|P40616|ARL1_HUMAN	P40616	ARL1_HUMAN	ARL1	181	Homo sapiens	1:Experimental evidence at protein level	ADP-ribosylation factor-like protein 1	0.9999	0.9989	2	5	5	5	0	0	0	3	0	2	0	0	0	3	0	2	0	0	0	3	0	2	0.0	0.0	0.0	1.312648E7	7853917.0	7208719.5	0.0	0.0	0.0	7641121.5	4972212.5	4534325.5	
sp|P40763|STAT3_HUMAN	P40763	STAT3_HUMAN	STAT3	770	Homo sapiens	1:Experimental evidence at protein level	Signal transducer and activator of transcription 3	0.9999	0.9974	4	6	6	6	0	0	0	2	1	3	0	0	0	2	1	3	0	0	0	2	1	3	280508.25	2331892.5	2596222.2	8174208.0	3805251.5	9574788.0	0.0	936002.06	1272593.1	1.0219855E7	0.0	5302364.0	
sp|P40925|MDHC_HUMAN	P40925	MDHC_HUMAN	MDH1	334	Homo sapiens	1:Experimental evidence at protein level	Malate dehydrogenase, cytoplasmic	1.0	0.999	13	50	50	50	0	2	1	15	16	16	0	2	1	15	16	16	0	2	1	15	16	16	8880863.0	7474353.0	8194022.0	7.9686112E8	8.3898592E8	8.403664E8	3360456.0	3411702.2	2787994.5	9.5786008E7	9.4538568E7	9.8061016E7	
sp|P40926|MDHM_HUMAN	P40926	MDHM_HUMAN	MDH2	338	Homo sapiens	1:Experimental evidence at protein level	Malate dehydrogenase, mitochondrial	1.0	0.999	19	100	100	100	4	7	6	26	27	30	4	7	6	26	27	30	4	7	6	26	27	30	3.7620508E7	3.9671996E7	5.328772E7	3.29531469E9	3.35886643E9	3.48772762E9	1.0560751E7	9748529.0	1.256508E7	5.19970176E8	5.4191514E8	5.5008384E8	
sp|P40937|RFC5_HUMAN	P40937	RFC5_HUMAN	RFC5	340	Homo sapiens	1:Experimental evidence at protein level	Replication factor C subunit 5	1.0	0.999	11	25	25	25	0	3	0	7	7	8	0	3	0	7	7	8	0	3	0	7	7	8	5260417.5	1.0939721E7	1.1960734E7	4.9821256E7	4.6360632E7	6.2249124E7	4850241.0	5376299.5	5120162.5	1.6096661E7	1.3560046E7	1.6474677E7	
sp|P40938|RFC3_HUMAN	P40938	RFC3_HUMAN	RFC3	356	Homo sapiens	1:Experimental evidence at protein level	Replication factor C subunit 3	1.0	0.9986	3	4	4	4	0	0	0	2	1	1	0	0	0	2	1	1	0	0	0	2	1	1	0.0	1601076.6	0.0	6092805.5	4377444.0	5016056.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P40939|ECHA_HUMAN	P40939	ECHA_HUMAN	HADHA	763	Homo sapiens	1:Experimental evidence at protein level	Trifunctional enzyme subunit alpha, mitochondrial	1.0	0.999	25	78	78	78	0	0	0	28	27	23	0	0	0	28	27	23	0	0	0	28	27	23	687440.5	2511383.0	2433035.2	4.19275968E8	3.47254624E8	3.39697824E8	0.0	1435975.1	1618429.6	2.6850498E7	2.9251838E7	2.6206746E7	
sp|P41091|IF2G_HUMAN	P41091	IF2G_HUMAN	EIF2S3	472	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 2 subunit 3	1.0	0.999	20	83	16	83	6	7	8	22	20	20	1	1	2	5	3	4	6	7	8	22	20	20	4.959828E7	5.3828956E7	5.7109816E7	6.5152454E8	6.3993402E8	6.6075219E8	7628362.0	7464428.5	7889222.5	7.89842E7	7.4780832E7	7.9053096E7	
sp|P41227|NAA10_HUMAN	P41227	NAA10_HUMAN	NAA10	235	Homo sapiens	1:Experimental evidence at protein level	N-alpha-acetyltransferase 10	1.0	0.999	12	31	18	31	0	0	0	10	11	10	0	0	0	6	7	5	0	0	0	10	11	10	6265656.0	3309892.0	1463517.5	1.5149056E8	1.62175424E8	1.6243472E8	1879807.8	1690602.4	3596597.2	2.3541266E7	2.4382264E7	2.4617542E7	
sp|P41240|CSK_HUMAN	P41240	CSK_HUMAN	CSK	450	Homo sapiens	1:Experimental evidence at protein level	Tyrosine-protein kinase CSK	0.9963	0.994	2	3	3	3	0	0	0	1	0	2	0	0	0	1	0	2	0	0	0	1	0	2	0.0	0.0	543391.56	0.0	1514575.2	4043079.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P41250|GARS_HUMAN	P41250	GARS_HUMAN	GARS1	739	Homo sapiens	1:Experimental evidence at protein level	Glycine--tRNA ligase	1.0	0.999	23	63	63	63	0	0	2	21	19	21	0	0	2	21	19	21	0	0	2	21	19	21	4829495.5	6543523.5	4426112.0	5.12167968E8	5.4863392E8	5.6260704E8	2054463.8	1778873.8	1640844.0	3.8009584E7	3.6502612E7	3.7168796E7	
sp|P41252|SYIC_HUMAN	P41252	SYIC_HUMAN	IARS1	1262	Homo sapiens	1:Experimental evidence at protein level	Isoleucine--tRNA ligase, cytoplasmic	1.0	0.999	42	144	144	144	9	8	11	37	38	41	9	8	11	37	38	41	9	8	11	37	38	41	5.82208E7	6.4978036E7	6.547066E7	7.3010106E8	7.3793325E8	7.1216538E8	9082782.0	8677358.0	8817170.0	4.779152E7	5.0023972E7	5.0575124E7	
sp|P42126|ECI1_HUMAN	P42126	ECI1_HUMAN	ECI1	302	Homo sapiens	1:Experimental evidence at protein level	Enoyl-CoA delta isomerase 1, mitochondrial	1.0	0.999	6	17	17	17	0	0	0	6	5	6	0	0	0	6	5	6	0	0	0	6	5	6	0.0	0.0	0.0	6.7303096E7	4.2587648E7	7.1252936E7	0.0	0.0	0.0	2.4834172E7	2.609435E7	2.7145392E7	
sp|P42166|LAP2A_HUMAN	P42166	LAP2A_HUMAN	TMPO	694	Homo sapiens	1:Experimental evidence at protein level	Lamina-associated polypeptide 2, isoform alpha	1.0	0.999	7	13	7	13	3	3	2	2	2	1	1	1	0	2	2	1	3	3	2	2	2	1	1.1347717E7	1.2139964E7	1.1000806E7	4.8718824E7	5.6160008E7	3.5221496E7	6366511.0	3934829.8	5664343.5	4.0405396E7	2.2020204E7	1.5878744E7	
sp|P42167|LAP2B_HUMAN	P42167	LAP2B_HUMAN	TMPO	454	Homo sapiens	1:Experimental evidence at protein level	Lamina-associated polypeptide 2, isoforms beta/gamma	0.9362	0.9899	5	2	2	8	0	0	0	1	1	0	0	0	0	1	1	0	2	2	2	1	1	0	0.0	0.0	0.0	7257620.0	1.0116188E7	1.0501639E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P42224|STAT1_HUMAN	P42224	STAT1_HUMAN	STAT1	750	Homo sapiens	1:Experimental evidence at protein level	Signal transducer and activator of transcription 1-alpha/beta	0.9963	0.9975	3	3	3	3	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	212404.55	0.0	0.0	6325217.0	3938522.5	1.1012565E7	0.0	0.0	0.0	3915551.2	0.0	6602147.0	
sp|P42285|MTREX_HUMAN	P42285	MTREX_HUMAN	MTREX	1042	Homo sapiens	1:Experimental evidence at protein level	Exosome RNA helicase MTR4	1.0	0.999	15	34	34	34	1	0	0	10	11	12	1	0	0	10	11	12	1	0	0	10	11	12	6563126.5	8010284.0	7294297.0	7.1298904E7	8.2145768E7	8.8287504E7	2758800.0	2634591.5	2777297.5	1.2411071E7	1.3247835E7	1.2635146E7	
sp|P42345|MTOR_HUMAN	P42345	MTOR_HUMAN	MTOR	2549	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein kinase mTOR	1.0	0.9988	5	9	9	9	0	0	0	3	4	2	0	0	0	3	4	2	0	0	0	3	4	2	0.0	0.0	0.0	7772672.0	6453796.5	3198689.8	0.0	0.0	0.0	2813073.8	3206822.5	3499409.0	
sp|P42574|CASP3_HUMAN	P42574	CASP3_HUMAN	CASP3	277	Homo sapiens	1:Experimental evidence at protein level	Caspase-3	0.9542	0.9988	1	3	3	3	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0.0	483587.7	0.0	3559303.2	3279479.5	3722105.2	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P42677|RS27_HUMAN	P42677	RS27_HUMAN	RPS27	84	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein eS27	1.0	0.999	4	12	12	39	1	1	2	2	3	3	1	1	2	2	3	3	2	2	5	9	12	9	3.2378878E7	3.125642E7	3.2012764E7	5.8657242E8	5.8262074E8	5.31916544E8	2.2049416E7	2.6528648E7	2.7358714E7	5.33640448E8	5.4539187E8	4.7013856E8	
sp|P42696|RBM34_HUMAN	P42696	RBM34_HUMAN	RBM34	430	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein 34	1.0	0.9988	7	11	11	11	0	0	0	3	5	3	0	0	0	3	5	3	0	0	0	3	5	3	0.0	534922.44	0.0	9248661.0	2.2190968E7	5148816.0	0.0	0.0	0.0	4646558.5	3974350.0	5313606.5	
sp|P42704|LPPRC_HUMAN	P42704	LPPRC_HUMAN	LRPPRC	1394	Homo sapiens	1:Experimental evidence at protein level	Leucine-rich PPR motif-containing protein, mitochondrial	1.0	0.999	76	275	271	275	16	17	12	78	72	80	16	16	12	77	71	79	16	17	12	78	72	80	8.800196E7	7.754328E7	1.0603768E8	1.80611699E9	1.80680141E9	1.81976346E9	8593165.0	9135472.0	8637565.0	9.234568E7	9.5567856E7	9.531856E7	
sp|P42766|RL35_HUMAN	P42766	RL35_HUMAN	RPL35	123	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL29	1.0	0.999	5	26	26	26	2	3	3	6	6	6	2	3	3	6	6	6	2	3	3	6	6	6	9.7913776E7	9.4364144E7	9.6688352E7	1.7208521E9	1.6437431E9	1.70209306E9	5.6482232E7	5.3821104E7	5.5500604E7	9.8735744E8	9.3611846E8	9.5654918E8	
sp|P43034|LIS1_HUMAN	P43034	LIS1_HUMAN	PAFAH1B1	410	Homo sapiens	1:Experimental evidence at protein level	Platelet-activating factor acetylhydrolase IB subunit beta	1.0	0.999	17	44	44	44	0	0	0	11	16	17	0	0	0	11	16	17	0	0	0	11	16	17	0.0	855575.44	1485781.2	1.13326392E8	1.02578168E8	1.48913856E8	0.0	0.0	0.0	1.897182E7	1.9233544E7	2.0386302E7	
sp|P43243|MATR3_HUMAN	P43243	MATR3_HUMAN	MATR3	847	Homo sapiens	1:Experimental evidence at protein level	Matrin-3	1.0	0.999	6	15	15	15	0	0	0	6	4	5	0	0	0	6	4	5	0	0	0	6	4	5	4638931.0	2675158.0	4123103.5	1.2340332E8	1.41418544E8	1.4296368E8	0.0	0.0	2746950.0	4.2512848E7	4.8729568E7	4.9037956E7	
sp|P43246|MSH2_HUMAN	P43246	MSH2_HUMAN	MSH2	934	Homo sapiens	1:Experimental evidence at protein level	DNA mismatch repair protein Msh2	0.9972	0.9956	3	4	4	4	0	0	0	1	2	1	0	0	0	1	2	1	0	0	0	1	2	1	448431.06	432337.7	408635.56	6668870.0	5708287.5	5266867.0	0.0	0.0	0.0	5316135.5	3434230.5	3867738.0	
sp|P43304|GPDM_HUMAN	P43304	GPDM_HUMAN	GPD2	727	Homo sapiens	1:Experimental evidence at protein level	Glycerol-3-phosphate dehydrogenase, mitochondrial	1.0	0.9989	18	37	37	37	0	0	0	12	11	14	0	0	0	12	11	14	0	0	0	12	11	14	0.0	0.0	0.0	9.3502648E7	1.03572416E8	9.6042824E7	0.0	0.0	0.0	1.4762645E7	1.3818742E7	1.7458496E7	
sp|P43307|SSRA_HUMAN	P43307	SSRA_HUMAN	SSR1	286	Homo sapiens	1:Experimental evidence at protein level	Translocon-associated protein subunit alpha	1.0	0.999	3	9	9	9	0	0	0	3	3	3	0	0	0	3	3	3	0	0	0	3	3	3	0.0	0.0	0.0	4.7431472E7	7.2496696E7	5.4790112E7	0.0	0.0	0.0	3.3973372E7	4.0854192E7	3.9109508E7	
sp|P43487|RANG_HUMAN	P43487	RANG_HUMAN	RANBP1	201	Homo sapiens	1:Experimental evidence at protein level	Ran-specific GTPase-activating protein	1.0	0.999	6	34	34	34	5	5	5	6	6	7	5	5	5	6	6	7	5	5	5	6	6	7	8.2480584E7	8.6598936E7	7.8201424E7	3.79292544E8	4.00852448E8	3.74161184E8	2.0725816E7	2.1052592E7	2.063491E7	1.0141268E8	1.0153644E8	9.5069208E7	
sp|P43490|NAMPT_HUMAN	P43490	NAMPT_HUMAN	NAMPT	491	Homo sapiens	1:Experimental evidence at protein level	Nicotinamide phosphoribosyltransferase	1.0	0.999	18	41	41	41	0	0	0	12	15	14	0	0	0	12	15	14	0	0	0	12	15	14	338229.75	2314228.5	0.0	2.57799792E8	3.00162592E8	2.48429776E8	0.0	0.0	0.0	5.2292624E7	5.50813E7	5.31205E7	
sp|P43686|PRS6B_HUMAN	P43686	PRS6B_HUMAN	PSMC4	418	Homo sapiens	1:Experimental evidence at protein level	26S proteasome regulatory subunit 6B	1.0	0.999	63	1345	1345	1430	240	252	255	190	201	207	240	252	255	190	201	207	257	265	269	205	213	221	1.01225611E11	9.3844414E10	1.02544622E11	2.14186328E11	2.12902314E11	2.22640603E11	7.1496827E9	7.0093793E9	7.2034319E9	1.5627262E10	1.58520576E10	1.56776417E10	
sp|P43897|EFTS_HUMAN	P43897	EFTS_HUMAN	TSFM	325	Homo sapiens	1:Experimental evidence at protein level	Elongation factor Ts, mitochondrial	1.0	0.999	6	16	16	16	0	0	0	5	6	5	0	0	0	5	6	5	0	0	0	5	6	5	0.0	0.0	0.0	3.0281738E7	4.67366E7	1.8788006E7	0.0	0.0	0.0	1.4435114E7	1.2497625E7	1.3077848E7	
sp|P45880|VDAC2_HUMAN	P45880	VDAC2_HUMAN	VDAC2	294	Homo sapiens	1:Experimental evidence at protein level	Voltage-dependent anion-selective channel protein 2	1.0	0.999	13	45	45	45	1	1	2	15	12	14	1	1	2	15	12	14	1	1	2	15	12	14	1664470.5	1780762.0	4013805.5	4.40583936E8	4.452416E8	4.55295072E8	0.0	0.0	3238193.2	6.535758E7	6.5259464E7	6.39474E7	
