Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_222_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_H144_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_H225_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_H240_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_H322_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_H446_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_H457_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_H466_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_H467_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_H471_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T83_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T349_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T350_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T406_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T410_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T413_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T441_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T463_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T488_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T506_01.mzML
P12931	P06241;P07947;P12931	SRC_HUMAN	SRC	Proto-oncogene tyrosine-protein kinase Src	4.26311e+07	4.89333e+07	4.34935e+07	4.23582e+07	4.80801e+07	5.31482e+07	4.53329e+07	3.82293e+07	4.36577e+07	4.02868e+07	4.41257e+07	3.38677e+07	3.62674e+07	2.78003e+07	4.29556e+07	3.98747e+07	3.97557e+07	3.82057e+07	3.16399e+07	2.28474e+07
P12955	P12955	PEPD_HUMAN	PEPD	Xaa-Pro dipeptidase	2.11277e+06	1.48672e+06	1.53568e+06	1.98122e+06	2.36306e+06	1.33932e+06	1.5348e+06	1.44993e+06	1.59398e+06	1.91179e+06	2.10922e+06	1.63146e+06	1.59203e+06	1.46245e+06	1.9674e+06	1.2472e+06	1.51015e+06	1.49681e+06	2.01139e+06	1.11559e+06
P12956	P12956	XRCC6_HUMAN	XRCC6	X-ray repair cross-complementing protein 6		85853.9				172209	155864	197547	622450	457564	102115						120106	624857	267576	
P13010	P13010	XRCC5_HUMAN	XRCC5	X-ray repair cross-complementing protein 5	163382	98989.2	78802.7	178396		76290.5		156073	330437	130602				175369			182083	386127	153067	220082
P13073	P13073	COX41_HUMAN	COX4I1	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	8.85446e+06	7.67288e+06	8.1678e+06	5.97352e+06	5.35634e+06	3.66066e+06	4.06795e+06	6.30905e+06	5.68523e+06	5.68131e+06	4.67091e+06	4.95216e+06	4.11684e+06	1.67413e+07	2.66276e+06	5.63082e+06	8.34602e+06	3.76813e+06	4.31035e+06	3.23027e+06
P13224	P13224	GP1BB_HUMAN	GP1BB	Platelet glycoprotein Ib beta chain	9.42229e+08	5.88785e+08	6.75452e+08	6.86257e+08	6.03595e+08	4.94766e+08	4.57983e+08	5.98796e+08	4.92477e+08	6.41466e+08	4.38055e+08	4.9227e+08	4.76924e+08	3.925e+08	4.45435e+08	5.31674e+08	6.01682e+08	3.45131e+08	3.03902e+08	2.38358e+08
P13473	P13473	LAMP2_HUMAN	LAMP2	Lysosome-associated membrane glycoprotein 2	9.46937e+06	5.86675e+06	1.28047e+07	6.41144e+06	6.40052e+06	5.57496e+06	5.99313e+06	1.26593e+07	1.1002e+07	7.75208e+06	4.91283e+06	7.44663e+06	6.12653e+06	3.37431e+06	4.65477e+06	5.81884e+06	5.96213e+06	1.17349e+07	9.77519e+06	1.01916e+07
P13489	P13489	RINI_HUMAN	RNH1	Ribonuclease inhibitor	3.03473e+06	4.2568e+06	3.5055e+06	3.04824e+06	3.10059e+06	4.47415e+06	2.88758e+06	2.93601e+06	2.7102e+06	2.90675e+06	3.43692e+06	2.79707e+06	2.53283e+06	3.45075e+06	2.87954e+06	2.1604e+06	3.87741e+06	2.54794e+06	3.18637e+06	2.82221e+06
P13497	P13497	BMP1_HUMAN	BMP1	Bone morphogenetic protein 1	464689	307632	134183	207133	404680	58304.7	172438	222588	236079	101358				91696.1		177085				495127
P13498	P13498	CY24A_HUMAN	CYBA	Cytochrome b-245 light chain	2.62563e+06	1.51112e+06	6.26008e+06	1.30775e+06	1.81311e+06	1.38289e+06	1.34201e+06	7.06436e+06	5.34315e+06	3.71998e+06	924656	5.06584e+06	3.30812e+06	467995	1.46761e+06	3.84396e+06	6.65246e+06	8.37902e+06	4.1364e+06	7.15628e+06
P13501	P13501	CCL5_HUMAN	CCL5	C-C motif chemokine 5	503377	761471	653454	460900	397279	464699	519827	3.17398e+06	1.01698e+06	853479	524286		981491	1.11742e+07	681017	847758	923261	2.93813e+06	486835	
P13591	P13591	NCAM1_HUMAN	NCAM1	Neural cell adhesion molecule 1	1.7198e+06	416713	936501	489008	1.30329e+06	483121	997705	1.55778e+06	1.20402e+06	796336	3.02051e+07		808985	1.8215e+06	1.34153e+06	9.46063e+06	120146	1.90399e+06	789222	809067
P13598	P13598	ICAM2_HUMAN	ICAM2	Intercellular adhesion molecule 2	5.54091e+06	4.69737e+06	6.12975e+06	6.79925e+06	7.0049e+06	6.74905e+06	5.53509e+06	6.85796e+06	5.18117e+06	5.05236e+06	6.09456e+06	4.40006e+06	5.37735e+06	4.41169e+06	6.21668e+06	4.87694e+06	4.73532e+06	4.93097e+06	5.98376e+06	5.6714e+06
P13611	P13611	CSPG2_HUMAN	VCAN	Versican core protein	2.62607e+06	2.50813e+06		1.59066e+06	3.57851e+06		2.99618e+06	7.243e+06	2.1835e+06	3.35989e+06	8.71507e+06	3.34903e+06	4.12692e+06	714146	5.48582e+06	8.99831e+06	1.70621e+06			1.70357e+06
P13612	P13612	ITA4_HUMAN	ITGA4	Integrin alpha-4	497840	263535	543278	245304	1.0228e+06	395224	559906	1.1648e+06	1.00609e+06	259897	971707	456402	420078	304242	926093	120822		746005	228478	893358
P13639	P13639	EF2_HUMAN	EEF2	Elongation factor 2	2.73729e+06	1.90525e+06	1.91529e+06	2.17868e+06	3.84121e+06	1.71486e+06	2.00199e+06	2.58983e+06	2.91211e+06	1.45344e+06	3.41376e+06	2.80335e+06	1.79843e+06	1.47709e+06	2.31072e+06	1.73628e+06	1.8008e+06	2.01979e+06	1.71501e+06	2.19762e+06
P13645	P13645	K1C10_HUMAN	KRT10	Keratin, type I cytoskeletal 10	8.67088e+07	3.53692e+08	2.28168e+07	3.82793e+08	2.80514e+08	8.46622e+07	9.71902e+07	1.36185e+08	3.89685e+07	1.19857e+08	2.00747e+08	4.66631e+07	1.62036e+08	7.13597e+07	7.63832e+07	6.21684e+07	4.50655e+07	1.92571e+08	6.8069e+07	4.383e+07
P13646	P13646;P19012;Q99456	K1C13_HUMAN	KRT13	Keratin, type I cytoskeletal 13		1.19909e+06	1.67441e+06	864279	2.23644e+06	577626					2.87135e+06			498344	2.00107e+06	1.537e+06	1.48815e+06	1.97254e+06		3.68447e+06
P13647	P13647	K2C5_HUMAN	KRT5	Keratin, type II cytoskeletal 5	1.03789e+07	3.01513e+07	1.54812e+06	1.6342e+07	1.84086e+07	4.71207e+06	4.19794e+06	6.49932e+06	3.93451e+06	7.37301e+06	9.70634e+06	3.02356e+06	1.47694e+07	4.81139e+06	4.32909e+06	8.04672e+06	4.7252e+06	9.51479e+06	4.63477e+06	2.70109e+06
P13667	P13667	PDIA4_HUMAN	PDIA4	Protein disulfide-isomerase A4	1.70092e+06	1.70394e+06	2.4808e+06	1.31219e+06	2.38221e+06	1.47003e+06	2.01608e+06	3.42333e+06	2.27392e+06	2.8301e+06	2.08329e+06	2.87238e+06	2.19158e+06	4.86654e+06	860387	3.2113e+06	2.65271e+06	1.35591e+06	3.02685e+06	1.94112e+06
P13671	P13671	CO6_HUMAN	C6	Complement component C6	7.45325e+06	7.86107e+06	5.01807e+06	6.46859e+06	1.25609e+07	3.45022e+06	1.17657e+07	1.03736e+07	9.59014e+06	1.17621e+07	1.02164e+07	4.91566e+06	8.30058e+06	2.17455e+06	1.47166e+07	4.18167e+06	3.10886e+06	1.31634e+07	1.48594e+07	1.53879e+07
P13688	P13688	CEAM1_HUMAN	CEACAM1	Carcinoembryonic antigen-related cell adhesion molecule 1	1.03844e+06	985824	2.06786e+06	770360	990425	831298	563970	2.22878e+06	2.29177e+06	1.61548e+06	944005	926612			700390	1.10666e+06	1.67449e+06	3.41732e+06	1.76929e+06	2.44114e+06
P13693	P13693;Q56UQ5	TCTP_HUMAN	TPT1	Translationally-controlled tumor protein	1.69463e+06	1.48829e+06	1.49353e+06	2.22854e+06	1.63763e+06	1.83815e+06	1.7623e+06	2.07394e+06	1.51096e+06	1.73636e+06	1.93219e+06	2.72441e+06	3.14684e+06	1.0227e+06	1.08268e+06	1.80245e+06	1.62706e+06	666987	1.8801e+06	1.24922e+06
P13716	P13716	HEM2_HUMAN	ALAD	Delta-aminolevulinic acid dehydratase	3.89788e+06	3.25556e+06	3.3102e+06	3.62305e+06	2.07363e+06	3.0054e+06	3.18485e+06	2.31759e+06	3.17413e+06	3.53033e+06	3.30393e+06	3.1269e+06	2.80765e+06	4.51477e+06	2.36667e+06	2.91403e+06	3.34762e+06	2.64405e+06	2.23409e+06	2.20463e+06
P13727	P13727	PRG2_HUMAN	PRG2	Bone marrow proteoglycan	513693	1.94774e+06	1.62009e+06	545843	782526		461998	797742	3.81537e+06	2.2084e+06						1.10191e+06	9.89543e+06			2.54084e+06
P13747	P13747	HLAE_HUMAN	HLA-E	HLA class I histocompatibility antigen, alpha chain E	673771	814610	785797	729808	1.09755e+06	420281	521680	580428	781903	665430	691189	812364	709054	1.21548e+06	379028	369857	769261	487652	746713	460059
P13796	P13796	PLSL_HUMAN	LCP1	Plastin-2	1.01618e+07	9.20373e+06	1.63666e+07	9.40114e+06	1.38969e+07	8.46993e+06	1.25434e+07	1.82462e+07	1.85437e+07	1.36404e+07	1.25434e+07	1.30997e+07	1.19434e+07	5.64904e+06	1.38258e+07	1.3293e+07	1.93471e+07	1.7025e+07	1.27743e+07	1.42495e+07
P13797	P13797	PLST_HUMAN	PLS3	Plastin-3	7.32267e+06	7.11216e+06	6.94453e+06	8.42736e+06	6.03467e+06	7.01073e+06	8.1984e+06	6.72889e+06	1.03276e+07	8.93067e+06	7.45709e+06	5.92291e+06	5.24162e+06	3.89423e+06	5.54309e+06	6.81173e+06	6.60319e+06	7.95289e+06	5.75995e+06	1.66494e+06
P13798	P13798	ACPH_HUMAN	APEH	Acylamino-acid-releasing enzyme	2.00856e+06	1.68671e+06	2.08326e+06	1.98705e+06	1.72943e+06	1.68939e+06	1.58181e+06	1.49589e+06	1.48553e+06	1.7987e+06	1.89391e+06	2.04438e+06	1.65991e+06	2.59497e+06	1.44559e+06	1.97235e+06	2.42697e+06	1.25991e+06	1.72237e+06	2.57584e+06
P13804	P13804	ETFA_HUMAN	ETFA	Electron transfer flavoprotein subunit alpha, mitochondrial	2.99138e+06	3.03775e+06	3.01271e+06	2.25125e+06	2.15091e+06	1.39201e+06	1.80506e+06	2.9915e+06	2.54523e+06	2.25909e+06	2.04906e+06	4.19524e+06	1.47841e+06	6.35791e+06	943274	3.51258e+06	3.29012e+06	1.25178e+06	1.66288e+06	1.19844e+06
P13807	P13807	GYS1_HUMAN	GYS1	Glycogen [starch] synthase, muscle	555156	344403	503723	354364	645804	252593	435021	655067	597591	481240	162162	374905		732658		544287	535517		399738	723035
P13861	P13861	KAP2_HUMAN	PRKAR2A	cAMP-dependent protein kinase type II-alpha regulatory subunit	4.24762e+06	3.17411e+06	4.21379e+06	4.2738e+06	4.18479e+06	3.2475e+06	3.75698e+06	3.68968e+06	3.01478e+06	3.69603e+06	4.83406e+06	4.03951e+06	3.35822e+06	7.07557e+06	3.7286e+06	4.0801e+06	3.92912e+06	3.77059e+06	4.47058e+06	3.65287e+06
P13987	P13987	CD59_HUMAN	CD59	CD59 glycoprotein	2.12484e+07	8.60643e+06	1.76262e+07	1.09627e+07	1.86653e+07	1.1391e+07	1.00174e+07	1.70242e+07	2.30879e+07	5.00692e+06	8.96653e+06	2.08019e+06	2.78253e+06	4.41445e+06	1.02779e+07	2.67062e+06	6.25179e+06	1.77976e+07	7.31469e+06	8.55606e+06
P14151	P14151	LYAM1_HUMAN	SELL	L-selectin	2.41849e+06	1.02956e+06	2.21541e+06	1.96064e+06	5.0029e+06	969202	2.21232e+06	1.9324e+06	3.0868e+06	2.13487e+06	3.07365e+06	2.11918e+06	2.97149e+06	1.52273e+06	4.4804e+06	1.69928e+06	994633	4.01275e+06	2.8241e+06	4.79411e+06
P14174	P14174	MIF_HUMAN	MIF	Macrophage migration inhibitory factor	1.58604e+06	4.04383e+06	3.53154e+06	3.17876e+06	2.23195e+06	3.66493e+06	4.00908e+06	3.3669e+06	2.98873e+06	4.58504e+06	2.88133e+06	1.67611e+06	1.58553e+06	860956	2.48953e+06	1.60991e+06	3.39091e+06	3.3793e+06	4.01783e+06	1.73149e+06
P14209	P14209	CD99_HUMAN	CD99	CD99 antigen	192354	397262	241483	221229	415610	469275	363023	642777	653197	261212	528800	447370	684039	317894	300806	376771	204132	660226	373169	364810
P14314	P14314	GLU2B_HUMAN	PRKCSH	Glucosidase 2 subunit beta	3.48364e+06	3.68757e+06	4.87766e+06	3.07448e+06	5.49505e+06	3.10145e+06	4.39478e+06	5.88644e+06	4.77008e+06	5.73966e+06	3.97272e+06	4.35733e+06	3.71497e+06	7.87131e+06	2.39532e+06	5.18818e+06	4.64302e+06	3.49951e+06	6.00534e+06	4.24433e+06
P14317	P14317	HCLS1_HUMAN	HCLS1	Hematopoietic lineage cell-specific protein	2.15409e+06	4.12095e+06	3.00639e+06	2.63447e+06	2.10983e+06	2.98187e+06	3.12337e+06	4.78756e+06	4.18852e+06	3.06591e+06	2.76762e+06	3.7264e+06	2.27641e+06	6.04378e+06	3.32866e+06	3.67125e+06	3.78446e+06	6.00883e+06	3.25634e+06	2.79015e+06
P14324	P14324	FPPS_HUMAN	FDPS	Farnesyl pyrophosphate synthase	2.59405e+06	2.9287e+06	2.68834e+06	2.97903e+06	2.50015e+06	3.89005e+06	3.18511e+06	2.5865e+06	3.32678e+06	3.32585e+06	3.28674e+06	2.23378e+06	2.67481e+06	1.03466e+06	1.71057e+06	2.58939e+06	3.40892e+06	2.58125e+06	3.0595e+06	3.01204e+06
P14406	P14406	CX7A2_HUMAN	COX7A2	Cytochrome c oxidase subunit 7A2, mitochondrial	3.60704e+06	2.87768e+06	3.41189e+06	2.62867e+06	2.05127e+06	1.55372e+06	1.67947e+06	2.92536e+06	2.54162e+06	2.86473e+06	2.0682e+06	4.19075e+06	3.32182e+06	7.59144e+06	899202	4.61545e+06	4.45358e+06	1.58096e+06	1.70515e+06	1.5854e+06
P14543	P14543	NID1_HUMAN	NID1	Nidogen-1	2.8721e+06	1.40408e+07	395782	1.36132e+06	2.22392e+06	387477	1.32766e+06	1.59188e+06	1.14303e+06	972145	1.59996e+06	1.8723e+06	2.4209e+06	3.9644e+06	1.50574e+06	3.26613e+06	1.10014e+07	1.23585e+06	1.14581e+06	442526
P14550	P14550	AK1A1_HUMAN	AKR1A1	Aldo-keto reductase family 1 member A1	2.38726e+06	3.1487e+06	3.1937e+06	2.25186e+06	2.52116e+06	2.27058e+06	2.62747e+06	3.09506e+06	2.81452e+06	1.86103e+06	2.17755e+06	2.52989e+06	2.68496e+06	1.29945e+06	1.20785e+06	2.50328e+06	2.77932e+06	2.64316e+06	2.16858e+06	1.41914e+06
P14618	P14618	KPYM_HUMAN	PKM	Pyruvate kinase PKM	9.36404e+07	8.09192e+07	9.62734e+07	1.04501e+08	7.84739e+07	9.43767e+07	7.42453e+07	7.76459e+07	8.076e+07	7.82287e+07	7.42853e+07	9.62176e+07	7.88363e+07	8.49288e+07	6.11628e+07	1.00746e+08	6.69172e+07	6.16028e+07	1.09483e+08	9.18964e+07
P14621	P14621	ACYP2_HUMAN	ACYP2	Acylphosphatase-2		503031	672218	797253	668238	659294	841070	765181	632001	372455	613351	629241	825513	653829	471022	750105	549855	423553	266462	387968
P14625	P14625	ENPL_HUMAN	HSP90B1	Endoplasmin	1.07804e+07	9.84023e+06	1.20163e+07	8.01646e+06	1.35677e+07	8.48516e+06	9.95203e+06	1.51922e+07	1.11304e+07	1.4038e+07	1.16628e+07	1.41252e+07	1.05322e+07	3.30303e+07	5.4647e+06	1.49277e+07	1.56345e+07	6.92577e+06	1.60788e+07	1.08473e+07
P14649	P14649	MYL6B_HUMAN	MYL6B	Myosin light chain 6B	845076	340492	345606	336137	668709	204371	186974		234440	176529	293047	174943		1.36826e+06		278954	342162			
P14672	P14672	GLUT4_HUMAN	SLC2A4	Solute carrier family 2, facilitated glucose transporter member 4								71880	88086.9					14893.1						
P14735	P14735	IDE_HUMAN	IDE	Insulin-degrading enzyme	4.33307e+06	3.84129e+06	4.35402e+06	6.99058e+06	5.55444e+06	4.20366e+06	2.80029e+06	6.38869e+06	4.61616e+06	6.17541e+06	5.40715e+06	2.30162e+07	4.1863e+06	5.11377e+06	4.29709e+06	9.37879e+06	5.8937e+06	2.89545e+06	4.57906e+06	5.15067e+06
P14770	P14770	GPIX_HUMAN	GP9	Platelet glycoprotein IX	1.05167e+08	9.26951e+07	8.95769e+07	9.05854e+07	9.3459e+07	1.02499e+08	9.87832e+07	8.04901e+07	7.85772e+07	1.16322e+08	7.64231e+07	4.05948e+07	6.66944e+07	5.49579e+07	7.12551e+07	5.27369e+07	8.25085e+07	5.42449e+07	5.31859e+07	3.77159e+07
P14780	P14780	MMP9_HUMAN	MMP9	Matrix metalloproteinase-9	1.51629e+06	1.96292e+06	4.68582e+06	714907	1.47258e+06	1.84716e+06	1.51068e+06	5.26293e+06	3.81386e+06	1.92632e+06	1.06658e+06	1.47136e+06	274568	157179	1.37007e+06	1.98897e+06	1.99073e+06	9.65145e+06	9.8578e+06	5.14169e+06
P14854	P14854	CX6B1_HUMAN	COX6B1	Cytochrome c oxidase subunit 6B1	3.37824e+06		3.52096e+06	3.02287e+06	3.50554e+06	1.45156e+06		4.2957e+06	3.8418e+06	3.92004e+06	3.49789e+06	6.65335e+06		9.53947e+06		5.30962e+06	5.78654e+06	2.22157e+06		
P14868	P14868	SYDC_HUMAN	DARS1	Aspartate--tRNA ligase, cytoplasmic	2.96548e+06	3.00914e+06	3.1302e+06	3.3e+06	2.66332e+06	3.09362e+06	2.7174e+06	2.39804e+06	2.89657e+06	3.21992e+06	2.91668e+06	3.58946e+06	3.23565e+06	5.18966e+06	2.21774e+06	3.35077e+06	3.67382e+06	2.32728e+06	2.90558e+06	2.75391e+06
P14923	P14923	PLAK_HUMAN	JUP	Junction plakoglobin	2.77857e+06	7.0695e+06	771980	4.49696e+06	7.81626e+06	1.29794e+06	1.69072e+06	2.06505e+06	1.4198e+06	2.04928e+06	2.59617e+06	1.47283e+06	3.85691e+06	1.40036e+06	2.54144e+06	2.67932e+06	1.45249e+06	4.8046e+06	2.25546e+06	1.84514e+06
P14927	P14927	QCR7_HUMAN	UQCRB	Cytochrome b-c1 complex subunit 7	1.66414e+06	1.30291e+06	1.68681e+06	1.36256e+06	1.59524e+06	662110	1.08611e+06	1.4847e+06	1.4842e+06	1.3484e+06	1.1731e+06	1.6116e+06	910720	3.58915e+06	365951	1.53999e+06	1.77368e+06	828999	1.20548e+06	695155
P15090	P15090	FABP4_HUMAN	FABP4	Fatty acid-binding protein, adipocyte	9.77126e+06	3.11934e+06	5.84039e+06	3.08984e+06	8.26962e+06	2.43713e+06	6.58575e+06	9.48569e+06	1.60579e+07	1.3437e+06	5.91087e+06	2.60301e+06	5.45818e+06	2.07506e+06	8.2475e+06	2.44105e+06	1.50706e+06	9.99981e+06	7.35269e+06	2.38007e+06
P15121	P15121	ALDR_HUMAN	AKR1B1	Aldo-keto reductase family 1 member B1	1.02915e+06	1.11727e+06	1.39421e+06	1.0377e+06	1.36418e+06	1.65441e+06	1.20575e+06	1.9341e+06	1.42136e+06	1.17669e+06	1.30475e+06	1.63886e+06	1.42619e+06	383868	1.26495e+06	1.94311e+06	1.12588e+06	1.23519e+06	1.53002e+06	1.22337e+06
P15144	P15144	AMPN_HUMAN	ANPEP	Aminopeptidase N	3.65691e+06	1.98083e+06	4.22425e+06	2.08836e+06	6.29376e+06	1.92324e+06	2.41916e+06	4.83925e+06	3.92872e+06	2.68295e+06	2.73767e+06	2.23525e+06	1.91602e+06	603086	2.95441e+06	1.58527e+06	2.81119e+06	4.785e+06	4.21582e+06	1.01717e+07
P15151	P15151	PVR_HUMAN	PVR	Poliovirus receptor			222556		569358	160256	610941		524079	598598	918758		502752	223460	1.08055e+06	148303		622613	516803	
P15153	P15153;P60763;P63000	RAC2_HUMAN	RAC2	Ras-related C3 botulinum toxin substrate 2	5.46983e+07	6.00495e+07	6.33633e+07	4.90105e+07	4.96292e+07	5.60442e+07	4.80122e+07	5.81105e+07	5.27375e+07	5.11407e+07	4.71429e+07	3.90495e+07	6.05256e+07	2.70264e+07	4.16905e+07	5.9258e+07	5.32912e+07	3.97693e+07	4.1261e+07	4.23905e+07
P15169	P15169	CBPN_HUMAN	CPN1	Carboxypeptidase N catalytic chain	5.97155e+06	5.79895e+06	2.89857e+06	5.09842e+06	9.93307e+06	1.414e+06	6.50882e+06	6.4768e+06	5.64459e+06	1.53872e+07	7.9478e+06	4.00409e+06	7.79368e+06	1.98182e+06	6.96118e+06	3.6286e+06	1.97631e+06	8.37004e+06	7.29833e+06	8.81298e+06
P15170	P15170	ERF3A_HUMAN	GSPT1	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A	1.74508e+06	1.77509e+06	1.70639e+06	2.11493e+06	1.7135e+06	2.25534e+06	1.79829e+06	1.62756e+06	1.70613e+06	1.36677e+06	1.8449e+06	2.48044e+06	2.12135e+06	4.29879e+06	1.33557e+06	1.99242e+06	2.21391e+06	1.34149e+06	1.84892e+06	1.57183e+06
P15289	P15289	ARSA_HUMAN	ARSA	Arylsulfatase A	480724					165719	333180	475245	485852	399651	294912		510847	333981			286844	341697	288759	
P15291	P15291	B4GT1_HUMAN	B4GALT1	Beta-1,4-galactosyltransferase 1	299998	342289	328498	221315	493276	239911	383753	446035	389359	511027	421868	280732	201360	525456	400900	304490	508041	303172	899293	1.00732e+06
P15311	P15311	EZRI_HUMAN	EZR	Ezrin	2.47993e+06	1.62535e+06	2.5616e+06	1.46197e+06	4.73286e+06	2.0116e+06	2.7763e+06	3.86779e+06	4.88083e+06	2.1356e+06	3.97739e+06	2.57366e+06	2.69792e+06	1.38488e+06	4.4019e+06	2.51989e+06	1.49862e+06	4.46441e+06	2.23186e+06	4.41852e+06
P15374	P15374	UCHL3_HUMAN	UCHL3	Ubiquitin carboxyl-terminal hydrolase isozyme L3	296964	591532	367962	432883	3.49273e+06	346265	350803	316616	359994	364829	515265	208760		127908		223155	403897	265188	235006	361474
P15498	P15498	VAV_HUMAN	VAV1	Proto-oncogene vav	2.36519e+06	2.97114e+06	2.60082e+06	2.27107e+06	1.98652e+06	2.36978e+06	2.05233e+06	1.98773e+06	2.14453e+06	2.09843e+06	2.16681e+06	2.1818e+06	1.92233e+06	3.33821e+06	1.92335e+06	2.0889e+06	2.64184e+06	1.7316e+06	1.85557e+06	1.77264e+06
P15529	P15529	MCP_HUMAN	CD46	Membrane cofactor protein	3.36345e+06	3.1444e+06	3.81073e+06	3.45547e+06	3.70487e+06	2.76282e+06	3.60649e+06	3.80837e+06	3.88855e+06	2.36919e+06	4.00168e+06	3.62963e+06	3.39556e+06	2.92108e+06	2.76454e+06	3.98333e+06	2.33797e+06	4.14187e+06	1.97284e+06	2.22364e+06
P15531	P15531	NDKA_HUMAN	NME1	Nucleoside diphosphate kinase A	2.85721e+06	2.72698e+06	3.0204e+06	3.16642e+06	2.44962e+06	3.33786e+06	2.16975e+06	2.47933e+06	2.21435e+06	2.90817e+06	2.87812e+06	3.51053e+06	2.23795e+06	3.41729e+06	1.94859e+06	3.14607e+06	2.9949e+06	1.59578e+06	2.79029e+06	2.40329e+06
P15586	P15586	GNS_HUMAN	GNS	N-acetylglucosamine-6-sulfatase	354991	321233	316486		319215	151356	279630	582639	481446	253699	398811			159960		526246	321535	502978	359183	623084
P15814	P15814	IGLL1_HUMAN	IGLL1	Immunoglobulin lambda-like polypeptide 1	1.02763e+06	1.38324e+06	2.27915e+06	1.23289e+06	1.72983e+06	569395	981307	2.01717e+06	1.67318e+06	1.25755e+06	6.30411e+06		604020		5.60237e+06			4.09168e+06	1.01726e+06	4.21028e+06
P15880	P15880	RS2_HUMAN	RPS2	Small ribosomal subunit protein uS5	180499	199692	292055	166027	254443	224412	172225	264659	470578	105811	501412	185001		294607	148336	206212	193314	138600	271220	86688.9
P15907	P15907	SIAT1_HUMAN	ST6GAL1	Beta-galactoside alpha-2,6-sialyltransferase 1														189102					206621	
P15924	P15924	DESP_HUMAN	DSP	Desmoplakin	1.9532e+06	4.24757e+06	800645	2.79485e+06	4.31438e+06	876408	1.0486e+06	1.53635e+06	982662	1.30011e+06	1.95776e+06	1.21287e+06	3.15292e+06	794845	1.92625e+06	2.28012e+06	785629	3.02172e+06	1.52193e+06	805223
P15954	P15954	COX7C_HUMAN	COX7C	Cytochrome c oxidase subunit 7C, mitochondrial	3.38541e+06	2.43213e+06	2.93678e+06	2.5205e+06	2.14777e+06	1.52166e+06	1.58222e+06	2.97349e+06	2.69159e+06	1.92564e+06	1.52367e+06	2.42825e+06	1.75303e+06	7.08175e+06	481673	2.5035e+06	3.22748e+06	1.64845e+06	2.19006e+06	903804
P16035	P16035	TIMP2_HUMAN	TIMP2	Metalloproteinase inhibitor 2	2.4267e+06		277817		3.31485e+06		389929	617795		661087	897766			577430	1.33437e+06	420962		1.07566e+06	427571	
P16050	P16050	LOX15_HUMAN	ALOX15	Polyunsaturated fatty acid lipoxygenase ALOX15			360521						284537	556239	330212						206816	556182		850332
P16070	P16070	CD44_HUMAN	CD44	CD44 antigen	3.3302e+06	1.60891e+06	3.5566e+06	2.22616e+06	3.767e+06	2.60618e+06	2.70663e+06	3.62463e+06	4.00253e+06	2.1579e+06	3.11522e+06	2.62012e+06	1.22337e+06	1.71284e+06	3.48234e+06	1.56632e+06	1.658e+06	4.44326e+06	2.06143e+06	4.20842e+06
P16083	P16083	NQO2_HUMAN	NQO2	Ribosyldihydronicotinamide dehydrogenase [quinone]	89494.8	829618	283909	320529	629142		363796	502266	428060		512665	452935		309995	419749	384557	363241	816969	677432	624791
P16104	P16104	H2AX_HUMAN	H2AX	Histone H2AX	3.70473e+07	1.00519e+08	1.6672e+07	1.00769e+07	3.09285e+07	6.70614e+07	8.81339e+07	1.99912e+08	2.21692e+08	1.88972e+08	1.27313e+07	1.68196e+07	6.91259e+06	2.39726e+06	1.50958e+07	2.80142e+07	8.93569e+07	3.1735e+08	3.66901e+08	1.73759e+08
